procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 111032   7924    728  13600   76    0   144    64 2223 2917 20 15 65  0
 0  0 111016   7608    728  13628   32    0    32     0 1625 2661 18 12 70  0
 1  0 110732   7616    728  13668  432    0   432     0 1165 1442 17  8 76  0
 0  0 111588   8500    368  13576   44  888    44   888 2196 2773 21 12 65  2
 2  0 111492   8532    368  13608   80    0    80     0 1513 1789 21  9 70  0
 0  0 111456   8344    376  13624   72    0    72    28  933 1107 16  8 75  0
 0  0 111404   8280    376  13660   24    0    24     0  919 1544 16  8 75  0
 0  0 111288   8140    376  13728  260    0   304     0 1289 1423 19  8 73  0
 0  0 111196   8144    376  13756   92    0    92     0 1578 1841 18 11 71  0
 2  0 111188   8036    376  13784    0    0     0     0 1470 1616 19 10 72  0
 0  0 111156   8100    384  13808    4    0     4    28 1454 1620 20 14 66  0
 0  1 110852   7480    360  13752  944  112   944   112 1533 1630 18 11 47 23
 0  0 110696   8024    352  13544  576   60   588    60 1741 1422 20 13 58  9
 0  0 110680   8072    352  13560   64    0    64     0 1286 1428 19 11 70  0
 0  0 110676   7948    352  13580   16    0    16     0 1174 1212 17 12 72  0
 1  0 110788   8196    336  13116  644  436   644   464 2417 1536 21 12 52 14
 0  0 110828   8212    336  13100  192  100   192   100 1031 1016 17 10 73  0
 0  0 110748   8336    336  13116  188    0   188     0 1153 1206 20  9 71  0
 0  0 110736   8212    336  13128   32    0    32     0 1000 1008 18  8 74  0
 3  0 110736   8212    336  13144    0    0     0     0 1035 1059 17 10 73  0
 0  0 110736   8104    344  13160    0    0     0    28  982 1047 16  9 75  0
 0  0 110708   8104    344  13168   96    0    96     0  877  906 16  7 76  0
 4  0 110692   8120    344  13180    0    0     0     0  840  868 16  5 79  0
 0  0 110692   7996    344  13188    0    0     0     0  759  723 17  8 75  0
 0  0 110692   7996    344  13196    0    0     0     0  624  659 13  7 79  0
 0  0 110692   7996    352  13204    0    0     0    28  701  696 14  7 79  0
 1  0 110684   7996    356  13216    0    0     0   740  704  678 16  7 77  0
 1  0 110652   7996    356  13212   32    0    32     0  560  560 14  6 80  0
 1  0 110652   7964    356  13224    0    0     0     0  688  733 15  5 80  0
 0  0 110652   7964    356  13228    0    0     0     0  544  580 14  4 83  0
 0  0 110584   7724    364  13244  156    0   156    60  462  478 12  2 85  0
 1  0 110540   7716    364  13224   64    0    64    36  820  846 17  9 74  0
 0  0 111780   8336    356  13180  416 1520   416  1520  818 1047 12  5 82  0
 1  0 111780   8336    356  13168    0    0     0     0  596  632 15  4 81  0
 0  0 111732   8452    356  13148   76    0    76     0  585  657 13  6 80  0
 0  0 111728   8476    364  13176    0    0     0    28  511  518 10  4 86  0
 2  0 111724   8344    364  13160   32    0    32     0  744  723 13  9 77  0
 1  0 111724   8476    364  13288    0    0    96     0  430  491 12  3 85  0
 1  0 111724   8104    364  13292    0    0     0     0  497  551 12  2 86  0
 1  0 111724   7964    364  13296    0    0     0     0  558  556 15  4 81  0
 1  0 111724   7964    372  13292    0    0     0    28  501  488 11  5 84  0
 4  0 111724   7840    372  13308    0    0     0     0  590  611 14  6 80  0
 1  0 111724   7980    372  13312    0    0     0     0  489  529 11  4 84  0
 1  0 111720   7716    372  13320    0    0     0     0  596  607 11  5 83  0
 3  0 111696   7732    372  13328   44    0    44     0  559  544 12  5 84  0
 0  0 112440   8352    372  12860 1736 2304  1736  2512 2193 1293 14 10 49 27
 1  0 112400   8476    372  13024   28    0   176     0  561  618 11  5 84  0
 0  0 112400   8476    372  13028    0    0     0     0  503  535 12  5 83  0
 0  0 112392   8600    372  13036    0    0     0     0  617  652 14  5 80  0
 0  0 112372   8600    372  13040   48    0    48     0  387  432 11  3 86  0
 0  0 112364   8600    380  13036    4    0     4    32  619  606 16  5 79  0
 1  0 112364   8476    380  13048    0    0     0     0  512  534 14  5 81  0
 4  0 112320   8476    380  13052   44    0    44     0  549  515 12  4 83  0
 0  0 112304   8476    380  13056   48    0    48     0  506  495 14  4 83  0
 0  0 112300   8476    380  13060    0    0     0     0  450  497 11  4 85  0
 0  0 112280   8484    380  13060   32    0    32     0  495  513 11  5 84  1
 0  0 112012   7864    388  13316  560    0   808    28  622  701 15  5 80  0
 0  0 111904   7740    388  13300  180    0   184     0  463  484 13  4 84  0
 0  0 111904   7616    388  13324    0    0     0     0  529  541 12  2 85  0
 0  0 112216   8236    344  13492  368  476   668   476 1062  652 11  5 77  8
 0  0 112212   8392    344  13524    0    0    28     0  527  495 13  5 82  0
 0  0 112156   8268    352  13524  180    0   180    32  536  570 13  5 82  0
 0  0 112132   8332    352  13528   32    0    32     0  495  434 16  5 79  0
 0  0 112120   8340    352  13532   32    0    32     0  430  460 12  3 86  0
 0  0 112112   8232    352  13536    0    0     0     0  508  504 13  4 83  0
 2  0 112056   8172    352  13536  108    0   108     0  438  482 10  3 86  0
 0  0 112036   8180    360  13540   40    0    40    28  420  469 11  4 85  0
 0  0 111888   7964    360  13540  348    0   348     0  466  495 13  3 84  0
 0  0 111880   7988    360  13544   32    0    32     0  302  380 10  0 89  0
 0  0 111828   7788    360  13544  180    0   180     0  371  450 11  3 85  0
 0  0 111812   7664    360  13544   96    0    96     0  364  376 11  2 87  0
 0  0 111796   7736    368  13524   16    0    16    28  343  417 12  2 86  0
 0  0 111708   7708    368  13576  160    0   160     0  312  383 11  1 88  0
 0  0 111608   7508    368  13684  192    0   296     0  359  378 13  1 85  0
 0  0 111544   7480    368  13644   72    0    72     0  369  354 11  2 87  0
 0  0 111492   7600    368  13648   56    0    56     4  295  352  9  1 90  0
 3  0 111464   7672    376  13624   48    0    48    32  301  386 10  2 88  0
 0  0 111380   7556    376  13648   88    0    88     0  283  325 10  1 89  0
 0  0 111320   7440    376  13620   92    0    92     0  303  349 10  1 89  0
 0  0 111284   7404    376  13604   84    0    84     0  308  346 11  2 87  0
 0  0 111220   7408    376  13688  128    0   128   116  282  367  9  1 90  0
 0  0 111196   7400    384  13632   40    0    40    56  299  368 11  0 90  0
 0  0 112324   8368    292  13552  336 1288   336  1288  652  791 10  3 87  0
 0  0 112272   8424    292  13452  108    0   108     0  291  335 10  1 89  0
 0  0 112200   8440    292  13460  120    0   120     0  366  436 11  1 87  0
 1  0 112156   8560    292  13492   60    0    60     0  280  371 10  1 89  0
 2  0 112128   8468    292  13516   20    0    20     0  283  390 10  1 90  0
 3  0 112000   8364    300  13468  220    0   220    28  292  360  9  1 90  0
 1  0 111880   8320    300  13552  176    0   176     0  257  337  8  1 90  0
 2  0 111856   8512    300  13508    0    0     0     0  275  330  9  1 90  0
 1  0 111776   8760    300  13472   88    0    88     0  262  345  8  0 91  0
 2  0 111776   8780    300  13508    0    0     0     0  252  299  8  1 90  0
 1  0 111700   8644    300  13512  100    0   100     0  327  377 10  1 89  0
 1  0 111588   8700    308  13476   64    0    64    28  262  334  9  2 89  0
 2  0 111184   8412    308  13608  548    0   636     0  581  609 16  3 81  1
 1  0 111132   8580    308  13608   44    0    44     0  247  325  9  0 91  0
 1  2 111104   7348    744  14272  260    0  1360     0  424  579 12  4 83  1
 0  0 111296   8348   1000  14084   24  288   808   372  663  618 10  2 86  2
 0  0 111204   8532   1000  14084   64    0    64     0  299  378 11  1 88  0
 1  0 111204   8724   1008  14088    0    0     0    76  426  462 15  2 82  0
 1  0 110572   8028   1008  14400  932    0  1240     0  569  594 33  2 65  1
 0  0 110572   7976   1008  14400    0    0     0     0  293  374 10  1 89  0
 0  0 110572   7920   1008  14400    0    0     0     0  309  376 11  1 88  0
 0  0 110560   8072   1008  14428   28    0    52     0  287  367 10  1 88  0
 1  0 110528   8424   1016  14488   32    0    92    40  356  406 12  2 86  0
 0  0 110512   8404   1016  14488   32    0    32     0  321  478  9  1 90  0
 0  0 110496   8772   1016  14488    0    0     0     0  287  329 11  0 88  0
 0  0 110476   8728   1016  14488   40    0    40     0  302  422 13  2 85  0
 0  0 110456   8768   1016  14488    0    0     0     0  282  349  8  1 91  0
 0  0 110448   8676   1024  14488    0    0     0    28  298  395 12  2 86  0
 0  0 110444   8676   1024  14492   28    0    28     0  298  364 11  1 88  0
 0  0 110396   8676   1024  14492   68    0    68     0  251  373 10  0 90  0
 0  0 110368   8780   1024  14492   40    0    40     0  245  376 11  0 89  0
 0  0 110328   8884   1024  14492   20    0    20     0  276  409 10  1 89  0
 0  0 110324   8792   1024  14492    0    0     0     0  248  334 10  1 89  0
 0  0 110272   8984   1032  14492   96    0    96    28  366  395 11  2 87  0
 0  0 110244   9016   1032  14492    0    0     0     0  249  363 11  1 88  0
 0  0 110224   9088   1032  14492   28    0    28     0  252  329 10  0 90  0
 1  0 110208   9252   1032  14492   36    0    36     0  257  349  9  0 90  0
 0  0 110208   9128   1032  14492    0    0     0     0  242  310 10  1 89  0
 0  0 110188   9200   1040  14492   56    0    56    28  277  398  9  0 91  0
 1  0 110188   9076   1040  14492    0    0     0     0  255  369 11  1 88  0
 0  0 110128   9076   1040  14492  124    0   124     0  288  349 13  1 87  0
 0  0 110128   8952   1040  14492    0    0     0     0  209  327 10  1 90  0
 0  0 110100   8952   1040  14496   24    0    24     0  229  360  9  0 91  0
 0  0 110100   8828   1040  14500    0    0     0     0  240  350  9  0 91  0
 0  0 110092   8828   1048  14492   24    0    24    28  253  361 11  1 88  0
 0  0 110020   8332   1048  14460   88    0    88     0  242  345 10  1 90  0
 0  0 110020   8200   1048  14500    0    0     0     0  272  367  9  1 90  0
 0  0 110004   8332   1048  14520    0    0     0     0  241  323  9  1 89  0
 0  0 109980   8240   1048  14528    0    0     0     0  255  349  9  1 90  0
 0  0 109976   8116   1056  14500    0    0     0    88  379  476 12  2 85  0
 0  0 109956   8108   1056  14488   36    0    36     0  231  344  9  0 91  0
 0  0 109944   7380   1056  14484   32    0    32     0  272  354 10  1 89  0
 0  0 112000   8240   1032  14132    0 2068     0  2068  722  444 11  4 74 10
 0  0 111976   8364   1032  14160   20    0    20     0  274  354 11  1 88  0
 0  0 111956   8224   1040  14140   32    0    32    96  336  409 10  2 87  0
 0  0 111860   8364   1040  14268  188    0   280     0  269  374  9  1 90  0
 0  0 111852   8364   1040  14212   48    0    48     0  287  399  9  1 89  0
 0  0 111836   8364   1040  14240   28    0    28     0  317  389 11  2 87  0
 0  0 111832   8224   1040  14256    0    0     0     0  260  341 10  1 89  0
 0  0 111800   8132   1040  14192   92    0    92     8  296  405 10  1 89  0
 0  0 111732   8108   1048  14248  172    0   172    40  259  361 10  1 89  0
 0  0 111656   7868   1048  14276  152    0   152     0  247  340 10  1 89  0
 0  0 111644   7868   1048  14264    0    0     0     0  281  376 10  1 89  0
 0  0 111632   7868   1048  14264    0    0     0     0  251  364 10  0 91  0
 2  0 111632   7868   1048  14256    0    0     0     0  272  343 11  0 89  0
 1  0 111628   7868   1048  14260    0    0     0     0  235  315  9  1 91  0
 1  0 111628   7868   1056  14256    0    0     0    40  269  391  9  2 89  0
 1  0 111624   7728   1056  14256    0    0     0     0  235  350  9  1 90  0
 1  0 111624   7744   1056  14256    0    0     0     0  229  275  9  1 90  0
 2  0 111624   7744   1056  14256    0    0     0     0  236  375 10  1 89  0
MEDIA
NR:  521 CPU:  60.605
